128,AP ARQ. LOPEZ OTERO,78922,2018-01-06 09:00,8,0,0,8,8,3.1A,618.58
165,AP ARQ. LOPEZ OTERO,78922,2018-01-07 22:00,4,0,0,4,4,3.1A,618.58
194,AP ARQ. LOPEZ OTERO,78922,2018-01-09 03:00,8,0,0,8,8,3.1A,618.58
463,AP ARQ. LOPEZ OTERO,78922,2018-01-20 08:00,8,0,0,8,8,3.1A,618.58
364,AP ARQ. LOPEZ OTERO,78922,2018-01-16 05:00,9,0,0,9,9,3.1A,618.58
657,AP ARQ. LOPEZ OTERO,78922,2018-01-28 10:00,8,0,0,8,8,3.1A,618.58
413,AP ARQ. LOPEZ OTERO,78922,2018-01-18 06:00,9,0,0,9,9,3.1A,618.58
914,AP ARQ. LOPEZ OTERO,78922,2018-02-08 03:00,8,0,0,8,8,3.1A,578.97
73,AP ARQ. LOPEZ OTERO,78922,2018-01-04 02:00,8,0,0,8,8,3.1A,618.58
449,AP ARQ. LOPEZ OTERO,78922,2018-01-19 18:00,8,0,0,8,8,3.1A,618.58
742,AP ARQ. LOPEZ OTERO,78922,2018-01-31 23:00,9,0,0,9,9,3.1A,618.58
718,AP ARQ. LOPEZ OTERO,78922,2018-01-30 23:00,9,0,0,9,9,3.1A,618.58
456,AP ARQ. LOPEZ OTERO,78922,2018-01-20 01:00,8,0,0,8,8,3.1A,618.58
29,AP ARQ. LOPEZ OTERO,78922,2018-01-02 06:00,9,0,0,9,9,3.1A,618.58
756,AP ARQ. LOPEZ OTERO,78922,2018-02-01 13:00,4,0,0,4,4,3.1A,578.97
748,AP ARQ. LOPEZ OTERO,78922,2018-02-01 05:00,9,0,0,9,9,3.1A,578.97
32,AP ARQ. LOPEZ OTERO,78922,2018-01-02 09:00,3,0,0,3,3,3.1A,618.58
271,AP ARQ. LOPEZ OTERO,78922,2018-01-12 08:00,8,0,0,8,8,3.1A,618.58
373,AP ARQ. LOPEZ OTERO,78922,2018-01-16 14:00,4,0,0,4,4,3.1A,618.58
663,AP ARQ. LOPEZ OTERO,78922,2018-01-28 16:00,8,0,0,8,8,3.1A,618.58
265,AP ARQ. LOPEZ OTERO,78922,2018-01-12 02:00,8,0,0,8,8,3.1A,618.58
334,AP ARQ. LOPEZ OTERO,78922,2018-01-14 23:00,3,0,0,3,3,3.1A,618.58
141,AP ARQ. LOPEZ OTERO,78922,2018-01-06 22:00,4,0,0,4,4,3.1A,618.58
645,AP ARQ. LOPEZ OTERO,78922,2018-01-27 22:00,4,0,0,4,4,3.1A,618.58
896,AP ARQ. LOPEZ OTERO,78922,2018-02-07 09:00,4,0,0,4,4,3.1A,578.97
730,AP ARQ. LOPEZ OTERO,78922,2018-01-31 11:00,3,0,0,3,3,3.1A,618.58
583,AP ARQ. LOPEZ OTERO,78922,2018-01-25 08:00,8,0,0,8,8,3.1A,618.58
839,AP ARQ. LOPEZ OTERO,78922,2018-02-05 00:00,4,0,0,4,4,3.1A,578.97
689,AP ARQ. LOPEZ OTERO,78922,2018-01-29 18:00,8,0,0,8,8,3.1A,618.58
23,AP ARQ. LOPEZ OTERO,78922,2018-01-02 00:00,3,0,0,3,3,3.1A,618.58
665,AP ARQ. LOPEZ OTERO,78922,2018-01-28 18:00,8,0,0,8,8,3.1A,618.58
682,AP ARQ. LOPEZ OTERO,78922,2018-01-29 11:00,3,0,0,3,3,3.1A,618.58
78,AP ARQ. LOPEZ OTERO,78922,2018-01-04 07:00,8,0,0,8,8,3.1A,618.58
893,AP ARQ. LOPEZ OTERO,78922,2018-02-07 06:00,8,0,0,8,8,3.1A,578.97
685,AP ARQ. LOPEZ OTERO,78922,2018-01-29 14:00,4,0,0,4,4,3.1A,618.58
844,AP ARQ. LOPEZ OTERO,78922,2018-02-05 05:00,8,0,0,8,8,3.1A,578.97
346,AP ARQ. LOPEZ OTERO,78922,2018-01-15 11:00,3,0,0,3,3,3.1A,618.58
648,AP ARQ. LOPEZ OTERO,78922,2018-01-28 01:00,9,0,0,9,9,3.1A,618.58
694,AP ARQ. LOPEZ OTERO,78922,2018-01-29 23:00,8,0,0,8,8,3.1A,618.58
248,AP ARQ. LOPEZ OTERO,78922,2018-01-11 09:00,3,0,0,3,3,3.1A,618.58
427,AP ARQ. LOPEZ OTERO,78922,2018-01-18 20:00,9,0,0,9,9,3.1A,618.58
218,AP ARQ. LOPEZ OTERO,78922,2018-01-10 03:00,9,0,0,9,9,3.1A,618.58
233,AP ARQ. LOPEZ OTERO,78922,2018-01-10 18:00,9,0,0,9,9,3.1A,618.58
727,AP ARQ. LOPEZ OTERO,78922,2018-01-31 08:00,8,0,0,8,8,3.1A,618.58
894,AP ARQ. LOPEZ OTERO,78922,2018-02-07 07:00,8,0,0,8,8,3.1A,578.97
47,AP ARQ. LOPEZ OTERO,78922,2018-01-03 00:00,3,0,0,3,3,3.1A,618.58
803,AP ARQ. LOPEZ OTERO,78922,2018-02-03 12:00,8,0,0,8,8,3.1A,578.97
151,AP ARQ. LOPEZ OTERO,78922,2018-01-07 08:00,8,0,0,8,8,3.1A,618.58
342,AP ARQ. LOPEZ OTERO,78922,2018-01-15 07:00,8,0,0,8,8,3.1A,618.58
777,AP ARQ. LOPEZ OTERO,78922,2018-02-02 10:00,4,0,0,4,4,3.1A,578.97
834,AP ARQ. LOPEZ OTERO,78922,2018-02-04 19:00,4,0,0,4,4,3.1A,578.97
228,AP ARQ. LOPEZ OTERO,78922,2018-01-10 13:00,4,0,0,4,4,3.1A,618.58
709,AP ARQ. LOPEZ OTERO,78922,2018-01-30 14:00,4,0,0,4,4,3.1A,618.58
794,AP ARQ. LOPEZ OTERO,78922,2018-02-03 03:00,9,0,0,9,9,3.1A,578.97
67,AP ARQ. LOPEZ OTERO,78922,2018-01-03 20:00,9,0,0,9,9,3.1A,618.58
68,AP ARQ. LOPEZ OTERO,78922,2018-01-03 21:00,9,0,0,9,9,3.1A,618.58
51,AP ARQ. LOPEZ OTERO,78922,2018-01-03 04:00,9,0,0,9,9,3.1A,618.58
471,AP ARQ. LOPEZ OTERO,78922,2018-01-20 16:00,9,0,0,9,9,3.1A,618.58
71,AP ARQ. LOPEZ OTERO,78922,2018-01-04 00:00,3,0,0,3,3,3.1A,618.58
732,AP ARQ. LOPEZ OTERO,78922,2018-01-31 13:00,4,0,0,4,4,3.1A,618.58
301,AP ARQ. LOPEZ OTERO,78922,2018-01-13 14:00,9,0,0,9,9,3.1A,618.58
562,AP ARQ. LOPEZ OTERO,78922,2018-01-24 11:00,3,0,0,3,3,3.1A,618.58
61,AP ARQ. LOPEZ OTERO,78922,2018-01-03 14:00,3,0,0,3,3,3.1A,618.58
266,AP ARQ. LOPEZ OTERO,78922,2018-01-12 03:00,8,0,0,8,8,3.1A,618.58
462,AP ARQ. LOPEZ OTERO,78922,2018-01-20 07:00,9,0,0,9,9,3.1A,618.58
556,AP ARQ. LOPEZ OTERO,78922,2018-01-24 05:00,9,0,0,9,9,3.1A,618.58
845,AP ARQ. LOPEZ OTERO,78922,2018-02-05 06:00,8,0,0,8,8,3.1A,578.97
858,AP ARQ. LOPEZ OTERO,78922,2018-02-05 19:00,7,0,0,7,7,3.1A,578.97
654,AP ARQ. LOPEZ OTERO,78922,2018-01-28 07:00,8,0,0,8,8,3.1A,618.58
890,AP ARQ. LOPEZ OTERO,78922,2018-02-07 03:00,9,0,0,9,9,3.1A,578.97
232,AP ARQ. LOPEZ OTERO,78922,2018-01-10 17:00,4,0,0,4,4,3.1A,618.58
77,AP ARQ. LOPEZ OTERO,78922,2018-01-04 06:00,9,0,0,9,9,3.1A,618.58
883,AP ARQ. LOPEZ OTERO,78922,2018-02-06 20:00,8,0,0,8,8,3.1A,578.97
302,AP ARQ. LOPEZ OTERO,78922,2018-01-13 15:00,9,0,0,9,9,3.1A,618.58
303,AP ARQ. LOPEZ OTERO,78922,2018-01-13 16:00,9,0,0,9,9,3.1A,618.58
690,AP ARQ. LOPEZ OTERO,78922,2018-01-29 19:00,8,0,0,8,8,3.1A,618.58
258,AP ARQ. LOPEZ OTERO,78922,2018-01-11 19:00,8,0,0,8,8,3.1A,618.58
826,AP ARQ. LOPEZ OTERO,78922,2018-02-04 11:00,9,0,0,9,9,3.1A,578.97
195,AP ARQ. LOPEZ OTERO,78922,2018-01-09 04:00,8,0,0,8,8,3.1A,618.58
739,AP ARQ. LOPEZ OTERO,78922,2018-01-31 20:00,9,0,0,9,9,3.1A,618.58
150,AP ARQ. LOPEZ OTERO,78922,2018-01-07 07:00,8,0,0,8,8,3.1A,618.58
902,AP ARQ. LOPEZ OTERO,78922,2018-02-07 15:00,4,0,0,4,4,3.1A,578.97
438,AP ARQ. LOPEZ OTERO,78922,2018-01-19 07:00,9,0,0,9,9,3.1A,618.58
664,AP ARQ. LOPEZ OTERO,78922,2018-01-28 17:00,8,0,0,8,8,3.1A,618.58
903,AP ARQ. LOPEZ OTERO,78922,2018-02-07 16:00,4,0,0,4,4,3.1A,578.97
260,AP ARQ. LOPEZ OTERO,78922,2018-01-11 21:00,9,0,0,9,9,3.1A,618.58
804,AP ARQ. LOPEZ OTERO,78922,2018-02-03 13:00,8,0,0,8,8,3.1A,578.97
156,AP ARQ. LOPEZ OTERO,78922,2018-01-07 13:00,8,0,0,8,8,3.1A,618.58
139,AP ARQ. LOPEZ OTERO,78922,2018-01-06 20:00,4,0,0,4,4,3.1A,618.58
840,AP ARQ. LOPEZ OTERO,78922,2018-02-05 01:00,7,0,0,7,7,3.1A,578.97
595,AP ARQ. LOPEZ OTERO,78922,2018-01-25 20:00,9,0,0,9,9,3.1A,618.58
